
1,147000
3,147000
5,147000
7,147000
9,147050
11,147100
13,147050
15,147050
17,147000
19,147000
21,146900
23,146850
25,146850
27,146950
29,146900
31,146900
33,146900
35,146900
37,146900
39,146700
41,146750
43,146900
45,147100
47,146900
49,146700
51,146600
53,146650
55,146800
57,146950
59,146900
61,146950
63,146900
65,146900
67,146900
69,146750
71,146800
73,146800
75,146800
77,146750
79,146600
81,146700
83,146800
85,146950
87,147100
89,147100
91,147100
93,147150
95,147100
97,147050
99,146950
101,147000
103,147000
105,147000
107,147000
109,147000
111,146900
113,147000
115,147100
117,147000
119,147000
121,147000
123,146950
125,146800
127,146800
129,146700
131,146800
133,146900
135,146900
137,146900
139,146900
141,147100
143,147100
145,147050
147,147050
149,147000
151,147100
153,147100
155,147100
157,147100
159,147150
161,147300
163,147500
165,147900
167,147850
169,147850
171,147950
173,147950
175,147950
177,148000
179,148050
181,148100
183,148050
185,147900
187,147550
189,147650
191,147800
193,147800
195,147800
197,148000
199,148050
201,148350
203,148100
205,147900
207,148000
209,148000
211,147900
213,148000
215,147950
217,147950
219,148100
221,148000
223,147900
225,147750
227,147600
229,147700
231,147750
233,147700
235,147700
237,147700
239,147300
241,147300
243,147300
245,147300
247,147350
249,147500
251,147500
253,147650
255,147650
257,147700
259,147650
261,147700
263,147400
265,147300
267,147300
269,147250
271,147250
273,147250
275,147200
277,147250
279,147250
281,147200
283,147300
285,147250
287,147300
289,147250
291,147200
293,147150
295,147200
297,147200
299,147200
301,147400
303,147400
305,147450
307,147500
309,147500
311,147600
313,147600
315,147500
317,147400
319,147400
321,147400
323,147400
325,147300
327,147300
329,147300
331,147250
333,147300
335,147300
337,147300
339,147250
341,147250
343,147400
345,147400
347,147350
349,147300
351,147550
353,147550
355,147550
357,147550
359,147500
361,147450
363,147600
365,147200
367,147300
369,147300
371,147300
373,147300
375,147100
377,147200
379,147200
381,147300
383,147300
385,147150
387,147150
389,147200
391,147200
393,147200
395,147500
397,147400
399,147400
401,147400
403,147500
405,147350
407,147300
409,147200
411,147300
413,147300
415,147250
417,147350
419,147400
421,147300
423,147300
425,147250
427,147250
429,147250
431,147500
433,147500
435,147150
437,147400
439,147150
441,147200
443,147350
445,147000
447,147050
449,147050
451,147000
453,147000
455,146850
457,146800
459,146800
461,146700
463,146600
465,146600
467,146700
469,146800
471,146600
473,146550
475,146550
477,146550
479,146550
481,146600
483,146600
485,146700
487,146550
489,146600
491,146600
493,146500
495,146500
497,146450
499,146200
501,146250
503,146400
505,146300
507,146300
509,146400
511,146400
513,146800
515,146650
517,146700
519,146700
521,146800
523,146700
525,146700
527,146700
529,146700
531,146800
533,146700
535,146750
537,146750
539,146700
541,146800
543,146800
545,146750
547,146800
549,146800
551,146900
553,146900
555,147100
557,147200
559,147100
561,147100
563,147050
565,147100
567,147100
569,147200
571,147300
573,147300
575,147250
577,147300
579,147300
581,147300
583,147350
585,147300
587,147300
589,147300
591,147400
593,147500
595,147250
597,147300
599,147350
601,147300
603,147300
605,147400
607,147350
609,147300
611,147400
613,147550
615,147450
617,147300
619,147300
621,147300
623,147300
625,147300
627,147250
629,147300
631,147400
633,147700
635,147650
637,147950
639,148600
641,148300
643,148200
645,148300
647,148350
649,148350
651,148200
653,148600
655,148600
657,148600
659,148700
661,148800
663,148700
665,148800
667,148850
669,148850
671,148900
673,149000
675,149000
677,149000
679,149150
681,149150
683,149150
685,149150
687,149300
689,149600
691,149600
693,149650
695,149650
697,149700
699,149650
701,149600
703,149600
705,149500
707,149400
709,149200
711,149050
713,149200
715,149100
717,149050
719,149100
721,149100
723,149100
725,149050
727,149000
729,149000
731,148950
733,148900
735,149000
737,149100
739,149100
741,149150
743,149150
745,149150
747,149200
749,149200
751,149400
753,149300
755,149550
757,149550
759,149500
761,149550
763,149650
765,149650
767,149350
769,149500
771,149500
773,149750
775,149750
777,149700
779,149700
781,149700
783,149900
785,149700
787,149800
789,149800
791,149850
793,149950
795,150100
797,150050
799,150050
801,150000
803,149900
805,150000
807,150000
809,149950
811,149950
813,150100
815,150150
817,150200
819,150200
821,150250
823,150300
825,150250
827,150250
829,150350
831,150250
833,150250
835,150150
837,150200
839,150200
841,150250
843,150250
845,150150
847,150250
849,150350
851,150500
853,150450
855,150200
857,150300
859,150300
861,150450
863,150350
865,150350
867,150250
869,150100
871,150050
873,150100
875,150200
877,150150
879,150050
881,150300
883,150450
885,150550
887,150650
889,150650
891,150550
893,150550
895,150600
897,150550
899,150450
901,150450
903,150700
905,150750
907,150550
909,150600
911,150700
913,150700
915,150550
917,150600
919,150650
921,150750
923,150400
925,150450
927,150450
929,150450
931,150600
933,150650
935,150450
937,150450
939,150400
941,150350
943,150350
945,150400
947,150450
949,150500
951,150250
953,150350
955,150350
957,150150
959,150150
961,150150
963,150650
965,150550
967,150600
969,150700
971,150600
973,150600
975,150650
977,150600
979,150550
981,150550
983,150450
985,150450
987,150350
