
4,147000
6,147000
8,147200
10,147100
12,146950
14,147200
16,147100
18,147100
20,147100
22,147100
24,147000
26,146800
28,146800
30,147100
32,146750
34,146900
36,146900
38,146700
40,146800
42,146600
44,146600
46,146800
48,147100
50,147100
52,147100
54,147100
56,147100
58,147150
60,147150
62,147150
64,147150
66,147150
68,147150
70,147150
72,147100
74,146300
76,146300
78,146300
80,146250
82,146350
84,146300
86,146300
88,146650
90,146700
92,146800
94,146800
96,147050
98,146900
100,146800
102,146750
104,146800
106,146800
108,146800
110,146800
112,146800
114,146750
116,146800
118,146800
120,146750
122,146750
124,146750
126,146750
128,146700
130,146750
132,146700
134,146750
136,146750
138,146750
140,146750
142,146750
144,146850
146,146750
148,146750
150,146750
152,146750
154,146800
156,146800
158,146800
160,146800
162,146800
164,146800
166,146950
168,147650
170,147650
172,147500
174,147550
176,147550
178,147550
180,147600
182,147650
184,147650
186,147600
188,147550
190,147200
192,147300
194,147350
196,147350
198,147550
200,147600
202,147650
204,147650
206,147600
208,147550
210,147550
212,147550
214,147550
216,147550
218,147550
220,147550
222,147600
224,147550
226,147450
228,147250
230,147150
232,147350
234,147350
236,147300
238,147300
240,147300
242,147200
244,146950
246,146950
248,146950
250,146950
252,146950
254,147150
256,147200
258,147200
260,147200
262,147150
264,147200
266,147000
268,146950
270,146950
272,147000
274,146950
276,146950
278,146950
280,146950
282,146950
284,146950
286,147350
288,147350
290,147250
292,147050
294,147100
296,147050
298,147100
300,147100
302,147100
304,147300
306,147300
308,147300
310,147350
312,147350
314,147250
316,147350
318,147250
320,147250
322,147250
324,147250
326,147400
328,147300
330,147300
332,147300
334,147250
336,147300
338,147300
340,147300
342,147250
344,147250
346,147400
348,147400
350,147300
352,147300
354,147500
356,147500
358,147500
360,147550
362,147550
364,147500
366,147550
368,147550
370,147500
372,147500
374,147500
376,147500
378,147250
380,147400
382,147400
384,147500
386,147500
388,147300
390,147300
392,147400
394,147400
396,147400
398,147600
400,147550
402,147550
404,147550
406,147600
408,147500
410,147500
412,147450
414,147500
416,147500
418,147450
420,147500
422,147550
424,147500
426,147500
428,147450
430,147450
432,147450
434,147600
436,147650
438,147400
440,147600
442,147400
444,147450
446,147500
448,147250
450,147250
452,147250
454,147250
456,147250
458,147150
460,147150
462,147150
464,147050
466,147050
468,147050
470,147100
472,147100
474,147050
476,147100
478,147050
480,147050
482,147050
484,147100
486,147100
488,147100
490,147050
492,147100
494,147100
496,147050
498,146950
500,146950
502,146750
504,146800
506,146750
508,146800
510,146800
512,146850
514,146850
516,146950
518,147000
520,147050
522,147050
524,147100
526,147050
528,147050
530,146900
532,147000
534,147100
536,146850
538,146900
540,146900
542,146800
544,146850
546,146850
548,147250
550,146900
552,147000
554,147100
556,147250
558,147400
560,147450
562,147400
564,147400
566,147300
568,147050
570,147300
572,147400
574,147450
576,147450
578,147400
580,147550
582,147550
584,147550
586,147550
588,147550
590,147550
592,147550
594,147550
596,147550
598,147550
600,147550
602,147550
604,147550
606,147550
608,147550
610,147550
612,147550
614,147550
616,147550
618,147550
620,147550
622,147550
624,147350
626,147350
628,147350
630,147300
632,147350
634,147500
636,147350
638,147550
640,147800
642,147800
644,147800
646,147850
648,147800
650,147850
652,147850
654,148050
656,148050
658,148050
660,148050
662,148250
664,148200
666,148250
668,148300
670,148300
672,148350
674,148450
676,148450
678,148450
680,148450
682,148700
684,148700
686,148700
688,148750
690,149150
692,149150
694,149300
696,149300
698,149300
700,149400
702,149300
704,149300
706,149300
708,149200
710,149100
712,148900
714,148750
716,148900
718,148800
720,148750
722,148800
724,148800
726,148800
728,148700
730,149500
732,149500
734,148800
736,149550
738,149000
740,148900
742,149000
744,149000
746,149000
748,149000
750,149100
752,149100
754,149300
756,149200
758,149400
760,149400
762,149400
764,149400
766,149450
768,149450
770,149200
772,149400
774,149400
776,149500
778,149500
780,149500
782,149450
784,149500
786,149650
788,149500
790,149500
792,149500
794,149500
796,149700
798,149700
800,149650
802,149650
804,149700
806,149600
808,149700
810,149700
812,149600
814,149600
816,149800
818,149800
820,149800
822,149800
824,149800
826,149850
828,149800
830,149950
832,150050
834,150000
836,150000
838,149900
840,150000
842,150000
844,150000
846,150000
848,149900
850,150000
852,150100
854,150050
856,150050
858,149900
860,150000
862,150000
864,150050
866,150000
868,150000
870,149950
872,149800
